Transaction ID,Fraud Risk Score,Risk Category,Predicted Typology,Typology Probability Distribution,Key Risk Drivers
TXNL5BK7WAHT4BPP49N,96.81,Critical Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 88.89, 'Circular Transaction Loop': 8.14, 'Money Mule Network': 2.24}",SHAP subsample limit
TXNQEBW0M6U4HKTMGI1,99.18,Critical Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 82.7, 'Circular Transaction Loop': 13.82, 'Money Mule Network': 2.85}",SHAP subsample limit
TXNZXP55NN73L96BC8V,92.99,Critical Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 86.95, 'Circular Transaction Loop': 8.55, 'Money Mule Network': 3.87}",SHAP subsample limit
TXN3WGU1G9B9FC3OR26,23.75,Medium Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 63.9, 'Money Mule Network': 28.79, 'Circular Transaction Loop': 5.77}",SHAP subsample limit
TXNTMMCQ6NV233UP21E,0.16,Low Risk,Funnel Account Network,"{'Funnel Account Network': 90.35, 'Charity Abuse': 4.87, 'Structuring (Smurfing)': 4.39}",SHAP subsample limit
TXNEBHTLCFI9H3JQFX3,0.11,Low Risk,Funnel Account Network,"{'Funnel Account Network': 51.34, 'Structuring (Smurfing)': 31.2, 'Charity Abuse': 15.83}",SHAP subsample limit
TXNE56UE4MCNFTU9I5I,0.14,Low Risk,Money Mule Network,"{'Money Mule Network': 61.6, 'Rapid Multi-Hop Layering': 16.83, 'Circular Transaction Loop': 11.91}",SHAP subsample limit
TXNZ5OKMMJ4ACWPNK3M,0.15,Low Risk,Funnel Account Network,"{'Funnel Account Network': 60.87, 'Structuring (Smurfing)': 31.72, 'Pass-Through Transit Hub': 5.43}",SHAP subsample limit
TXNUEZ13CJJ5HLDJL0S,95.51,Critical Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 73.82, 'Circular Transaction Loop': 17.87, 'Underground Banking (Hawala)': 7.61}",SHAP subsample limit
TXNFXNY86MB71PS9Q3F,0.0,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 88.67, 'Money Mule Network': 6.82, 'Funnel Account Network': 2.42}",SHAP subsample limit
TXNWMW4S6C5KO71W7GC,99.33,Critical Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 87.51, 'Circular Transaction Loop': 8.31, 'Money Mule Network': 3.79}",SHAP subsample limit
TXNM1XOA7GCW4WQLPTQ,0.13,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 66.99, 'Funnel Account Network': 16.97, 'Pass-Through Transit Hub': 10.5}",SHAP subsample limit
TXNHP1399J1JM99WARQ,0.04,Low Risk,Money Mule Network,"{'Money Mule Network': 36.22, 'Funnel Account Network': 26.72, 'Rapid Multi-Hop Layering': 20.58}",SHAP subsample limit
TXNF15B9RO2CQD2P5Q6,0.16,Low Risk,Funnel Account Network,"{'Funnel Account Network': 65.19, 'Structuring (Smurfing)': 12.34, 'Pass-Through Transit Hub': 10.68}",SHAP subsample limit
TXNSZFHG15EXZRYMDBE,99.52,Critical Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 82.58, 'Circular Transaction Loop': 10.01, 'Money Mule Network': 6.8}",SHAP subsample limit
TXNQQGA07OSD4KJFW9R,0.11,Low Risk,Funnel Account Network,"{'Funnel Account Network': 52.46, 'Structuring (Smurfing)': 26.94, 'Charity Abuse': 16.81}",SHAP subsample limit
TXNZ9U6TBKK8093BJVG,0.35,Low Risk,Money Mule Network,"{'Money Mule Network': 53.01, 'Rapid Multi-Hop Layering': 27.09, 'Circular Transaction Loop': 14.08}",SHAP subsample limit
TXNDL6ZT6FAS95LSKKF,11.19,Low Risk,Money Mule Network,"{'Money Mule Network': 64.76, 'Circular Transaction Loop': 12.89, 'Rapid Multi-Hop Layering': 9.92}",SHAP subsample limit
TXN8JIFHS8W4ZSC48H1,89.03,Critical Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 62.03, 'Circular Transaction Loop': 34.13, 'Underground Banking (Hawala)': 3.23}",SHAP subsample limit
TXNSETMAOM90R4ADYJB,0.12,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 52.51, 'Funnel Account Network': 44.54, 'Charity Abuse': 1.03}",SHAP subsample limit
TXN0T64VSHAINUVLWBL,0.13,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 67.71, 'Funnel Account Network': 29.16, 'Charity Abuse': 1.42}",SHAP subsample limit
TXNZG3DMA0OHTFS5LL3,0.13,Low Risk,Funnel Account Network,"{'Funnel Account Network': 85.56, 'Structuring (Smurfing)': 11.04, 'Charity Abuse': 2.38}",SHAP subsample limit
TXNLMTFLW7P44EWYKSG,0.13,Low Risk,Funnel Account Network,"{'Funnel Account Network': 58.4, 'Charity Abuse': 35.6, 'Structuring (Smurfing)': 4.55}",SHAP subsample limit
TXNFTKQLUVBTI05KMJB,99.23,Critical Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 68.21, 'Money Mule Network': 19.48, 'Circular Transaction Loop': 10.43}",SHAP subsample limit
TXNBF5B2GN8U3XTXOZL,98.38,Critical Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 51.13, 'Circular Transaction Loop': 35.66, 'Money Mule Network': 12.29}",SHAP subsample limit
TXNBGVZIQ2VAKPUCA9O,0.1,Low Risk,Funnel Account Network,"{'Funnel Account Network': 58.19, 'Charity Abuse': 21.93, 'Structuring (Smurfing)': 10.24}",SHAP subsample limit
TXN6RQBHG82PXC8DZEW,0.0,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 72.93, 'Money Mule Network': 17.98, 'Circular Transaction Loop': 7.53}",SHAP subsample limit
TXNUYM52615J7NLJOFI,0.04,Low Risk,Money Mule Network,"{'Money Mule Network': 57.24, 'Rapid Multi-Hop Layering': 34.81, 'Funnel Account Network': 3.11}",SHAP subsample limit
TXNVTR2EBZRCPAHZI8T,0.21,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 62.06, 'Circular Transaction Loop': 15.59, 'Funnel Account Network': 11.67}",SHAP subsample limit
TXNAAJQU8NPQTBIPN10,0.06,Low Risk,Charity Abuse,"{'Charity Abuse': 68.23, 'Funnel Account Network': 27.88, 'Structuring (Smurfing)': 1.94}",SHAP subsample limit
TXN1OYK062SWSSOVA28,0.14,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 49.24, 'Money Mule Network': 35.38, 'Circular Transaction Loop': 12.59}",SHAP subsample limit
TXNZW83S1O23C6GA8DG,99.0,Critical Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 85.44, 'Circular Transaction Loop': 13.28, 'Underground Banking (Hawala)': 0.83}",SHAP subsample limit
TXNQTOXS48Z7500WS26,0.01,Low Risk,Money Mule Network,"{'Money Mule Network': 51.49, 'Rapid Multi-Hop Layering': 27.99, 'Circular Transaction Loop': 16.52}",SHAP subsample limit
TXNFOS73TFVZK1Z7FVR,0.09,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 69.73, 'Money Mule Network': 24.29, 'Circular Transaction Loop': 3.29}",SHAP subsample limit
TXNO0VLPGDUPGM54IPD,0.08,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 46.49, 'Funnel Account Network': 33.83, 'Pass-Through Transit Hub': 5.77}",SHAP subsample limit
TXN8XPPO75HUVBHBD6R,0.02,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 64.01, 'Money Mule Network': 17.12, 'Circular Transaction Loop': 7.21}",SHAP subsample limit
TXNXV8QIAEKRJOX1LW5,96.79,Critical Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 80.45, 'Circular Transaction Loop': 17.07, 'Underground Banking (Hawala)': 1.95}",SHAP subsample limit
TXN1KOXW66O0QNNX45E,0.08,Low Risk,Funnel Account Network,"{'Funnel Account Network': 92.51, 'Charity Abuse': 6.4, 'Money Mule Network': 0.41}",SHAP subsample limit
TXN68DBRB3SHYP50ELV,0.13,Low Risk,Funnel Account Network,"{'Funnel Account Network': 54.64, 'Charity Abuse': 22.89, 'Structuring (Smurfing)': 10.7}",SHAP subsample limit
TXNU77RVQLUWPXWZJOX,0.15,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 90.38, 'Funnel Account Network': 3.42, 'Charity Abuse': 2.55}",SHAP subsample limit
TXNYIIIVKR8DFU6YQ51,0.12,Low Risk,Funnel Account Network,"{'Funnel Account Network': 76.96, 'Structuring (Smurfing)': 13.31, 'Charity Abuse': 3.86}",SHAP subsample limit
TXN6CKP9BQOEAZCPUM1,21.12,Medium Risk,Money Mule Network,"{'Money Mule Network': 39.57, 'Rapid Multi-Hop Layering': 24.4, 'Circular Transaction Loop': 21.51}",SHAP subsample limit
TXNKID4G1KJS7MQUUGT,0.14,Low Risk,Funnel Account Network,"{'Funnel Account Network': 41.22, 'Pass-Through Transit Hub': 19.53, 'Charity Abuse': 18.92}",SHAP subsample limit
TXNJMQ4GPP7S9MQ21ZY,0.08,Low Risk,Funnel Account Network,"{'Funnel Account Network': 81.76, 'Charity Abuse': 17.44, 'Money Mule Network': 0.35}",SHAP subsample limit
TXN96U3DNF56AXVDFTR,72.11,Critical Risk,Circular Transaction Loop,"{'Circular Transaction Loop': 40.53, 'Rapid Multi-Hop Layering': 29.29, 'Money Mule Network': 25.03}",SHAP subsample limit
TXNULLP365BY5ENK37A,0.15,Low Risk,Circular Transaction Loop,"{'Circular Transaction Loop': 45.43, 'Rapid Multi-Hop Layering': 29.26, 'Money Mule Network': 23.52}",SHAP subsample limit
TXNVTSG36AZV2474MQ7,2.53,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 34.35, 'Money Mule Network': 32.87, 'Circular Transaction Loop': 25.67}",SHAP subsample limit
TXNQKQAFDMWP17HSH6T,0.11,Low Risk,Charity Abuse,"{'Charity Abuse': 44.23, 'Funnel Account Network': 31.29, 'Structuring (Smurfing)': 21.21}",SHAP subsample limit
TXNQ6BUN6WZN0N9QW8R,0.22,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 48.5, 'Money Mule Network': 35.54, 'Circular Transaction Loop': 11.15}",SHAP subsample limit
TXNGSTRGJBVTQXX5CY8,0.12,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 62.81, 'Circular Transaction Loop': 15.93, 'Money Mule Network': 13.82}",SHAP subsample limit
TXNRIZ8CU5KGWI60G7A,98.79,Critical Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 90.8, 'Circular Transaction Loop': 5.47, 'Money Mule Network': 3.29}",SHAP subsample limit
TXN43PLRJ0PAC0GGTRZ,80.86,Critical Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 83.89, 'Circular Transaction Loop': 7.25, 'Money Mule Network': 7.02}",SHAP subsample limit
TXN11RH4AO5DBVP8YR6,0.15,Low Risk,Charity Abuse,"{'Charity Abuse': 42.02, 'Funnel Account Network': 27.97, 'Structuring (Smurfing)': 27.59}",SHAP subsample limit
TXNM6XHNXDLNGBEPB45,92.17,Critical Risk,Circular Transaction Loop,"{'Circular Transaction Loop': 82.8, 'Rapid Multi-Hop Layering': 13.35, 'Money Mule Network': 3.29}",SHAP subsample limit
TXNX0L1MWXGU52SJ0UG,93.28,Critical Risk,Circular Transaction Loop,"{'Circular Transaction Loop': 61.11, 'Money Mule Network': 26.06, 'Rapid Multi-Hop Layering': 11.58}",SHAP subsample limit
TXN9BXENRX87XMU7UNI,9.56,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 76.67, 'Money Mule Network': 11.54, 'Circular Transaction Loop': 10.8}",SHAP subsample limit
TXNY9EGB06JFBCCTMDF,94.55,Critical Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 84.94, 'Circular Transaction Loop': 13.36, 'Money Mule Network': 1.49}",SHAP subsample limit
TXNJ5LXEB32RWCWAZY7,94.93,Critical Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 90.5, 'Circular Transaction Loop': 5.81, 'Money Mule Network': 2.94}",SHAP subsample limit
TXN0I5VUO731802WR1X,0.15,Low Risk,Funnel Account Network,"{'Funnel Account Network': 55.14, 'Structuring (Smurfing)': 30.01, 'Charity Abuse': 10.45}",SHAP subsample limit
TXNA6UG319QLBGVM0VS,0.15,Low Risk,Funnel Account Network,"{'Funnel Account Network': 63.15, 'Structuring (Smurfing)': 18.03, 'Pass-Through Transit Hub': 11.3}",SHAP subsample limit
TXN3DZRC7ZGKQFNX35N,99.08,Critical Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 80.88, 'Money Mule Network': 10.02, 'Circular Transaction Loop': 8.49}",SHAP subsample limit
TXNNWNVA9GXDP4H05XT,0.11,Low Risk,Funnel Account Network,"{'Funnel Account Network': 57.31, 'Charity Abuse': 29.78, 'Structuring (Smurfing)': 8.06}",SHAP subsample limit
TXNIMNDE5FY6EGZYB3V,0.02,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 81.09, 'Money Mule Network': 10.93, 'Circular Transaction Loop': 4.95}",SHAP subsample limit
TXNU442D4UCITVRP6IV,0.23,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 41.68, 'Money Mule Network': 32.17, 'Circular Transaction Loop': 17.39}",SHAP subsample limit
TXN4YXB6KDI8OT7MYM3,0.1,Low Risk,Charity Abuse,"{'Charity Abuse': 49.61, 'Funnel Account Network': 38.26, 'Structuring (Smurfing)': 4.77}",SHAP subsample limit
TXN8RDGDPN62FHTD4ME,0.16,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 33.43, 'Funnel Account Network': 23.82, 'Rapid Multi-Hop Layering': 16.31}",SHAP subsample limit
TXNSIO9V1OA6HSJBRVB,99.63,Critical Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 36.47, 'Money Mule Network': 29.28, 'Circular Transaction Loop': 28.22}",SHAP subsample limit
TXN3SHPQLZDLGJJJSJR,0.08,Low Risk,Charity Abuse,"{'Charity Abuse': 50.5, 'Funnel Account Network': 36.16, 'Structuring (Smurfing)': 10.84}",SHAP subsample limit
TXNHV4GB6HKZ9KD2UXL,1.44,Low Risk,Money Mule Network,"{'Money Mule Network': 60.44, 'Rapid Multi-Hop Layering': 29.86, 'Circular Transaction Loop': 8.38}",SHAP subsample limit
TXNKRB1UGW57DDLFEEO,0.07,Low Risk,Funnel Account Network,"{'Funnel Account Network': 67.71, 'Charity Abuse': 24.95, 'Structuring (Smurfing)': 2.95}",SHAP subsample limit
TXN4FXZQD0JRLJV9TVM,0.03,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 54.17, 'Money Mule Network': 30.17, 'Circular Transaction Loop': 9.87}",SHAP subsample limit
TXNO2SP7LZDTFA35IOC,0.13,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 82.43, 'Money Mule Network': 11.96, 'Circular Transaction Loop': 3.68}",SHAP subsample limit
TXN9JAM54OFKOQNPNTI,0.11,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 60.77, 'Money Mule Network': 24.72, 'Circular Transaction Loop': 10.37}",SHAP subsample limit
TXN4NYGPF4TONH83A8R,0.14,Low Risk,Funnel Account Network,"{'Funnel Account Network': 49.57, 'Charity Abuse': 20.23, 'Structuring (Smurfing)': 18.76}",SHAP subsample limit
TXNI0NT76K2JZZ28LDR,0.12,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 42.6, 'Funnel Account Network': 29.99, 'Rapid Multi-Hop Layering': 8.81}",SHAP subsample limit
TXN0SISSEUJ79BSAB8M,0.03,Low Risk,Money Mule Network,"{'Money Mule Network': 63.93, 'Rapid Multi-Hop Layering': 26.62, 'Funnel Account Network': 5.55}",SHAP subsample limit
TXN5MDMC85Q02Y4QQX3,0.06,Low Risk,Structuring (Smurfing),"{'Structuring (Smurfing)': 54.29, 'Money Mule Network': 21.28, 'Funnel Account Network': 8.49}",SHAP subsample limit
TXNMCUVYK488JFYU58X,0.2,Low Risk,Money Mule Network,"{'Money Mule Network': 53.08, 'Rapid Multi-Hop Layering': 20.73, 'Third-Party Payment Web': 10.9}",SHAP subsample limit
TXNIGGKJTNJP9BVLRZX,0.0,Low Risk,Money Mule Network,"{'Money Mule Network': 50.84, 'Rapid Multi-Hop Layering': 38.13, 'Circular Transaction Loop': 7.49}",SHAP subsample limit
TXNFWK5FSUU45R95WQI,99.16,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 96.66, 'Underground Banking (Hawala)': 3.03, 'Rapid Multi-Hop Layering': 0.16}",SHAP subsample limit
TXN46XW0AYMUVNQ7KI6,99.28,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 98.72, 'Rapid Multi-Hop Layering': 0.74, 'Underground Banking (Hawala)': 0.26}",SHAP subsample limit
TXNBCKI33KE6AGA067P,99.27,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.55, 'Rapid Multi-Hop Layering': 0.24, 'Circular Transaction Loop': 0.09}",SHAP subsample limit
TXN28KLW7N1XQI7WR19,0.04,Low Risk,Funnel Account Network,"{'Funnel Account Network': 81.31, 'Charity Abuse': 17.39, 'Pass-Through Transit Hub': 0.82}",SHAP subsample limit
TXNM0E5OTD274DTJV08,99.22,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.6, 'Rapid Multi-Hop Layering': 0.17, 'Circular Transaction Loop': 0.07}",SHAP subsample limit
TXNBXW7CKRR6LO6QZJU,99.12,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.78, 'Rapid Multi-Hop Layering': 0.11, 'Circular Transaction Loop': 0.06}",SHAP subsample limit
TXN03EO2EGNVALDC8I3,0.03,Low Risk,Money Mule Network,"{'Money Mule Network': 74.11, 'Rapid Multi-Hop Layering': 19.12, 'Funnel Account Network': 3.54}",SHAP subsample limit
TXNCDANRADQMZNLH6Y3,0.05,Low Risk,Funnel Account Network,"{'Funnel Account Network': 52.29, 'Charity Abuse': 33.57, 'Structuring (Smurfing)': 6.68}",SHAP subsample limit
TXNT2EV0JLIFT0IQ6JB,99.2,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.83, 'Rapid Multi-Hop Layering': 0.07, 'Circular Transaction Loop': 0.04}",SHAP subsample limit
TXNFG7ZRPVSTG35Q415,0.42,Low Risk,Money Mule Network,"{'Money Mule Network': 33.91, 'Rapid Multi-Hop Layering': 19.4, 'Funnel Account Network': 19.3}",SHAP subsample limit
TXN5Z26EUBKBQ5FW9JF,99.39,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.8, 'Rapid Multi-Hop Layering': 0.07, 'Circular Transaction Loop': 0.05}",SHAP subsample limit
TXN3P82J9BNSB2F5PMD,99.08,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 98.81, 'Underground Banking (Hawala)': 0.78, 'Circular Transaction Loop': 0.24}",SHAP subsample limit
TXNKCBPK9HUZACPRATM,99.14,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.79, 'Rapid Multi-Hop Layering': 0.07, 'Underground Banking (Hawala)': 0.07}",SHAP subsample limit
TXN4KQGSAZ0GV71O27F,99.08,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.94, 'Rapid Multi-Hop Layering': 0.02, 'Circular Transaction Loop': 0.01}",SHAP subsample limit
TXNO07GMQFKHPJKAFK0,99.13,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 97.39, 'Underground Banking (Hawala)': 1.35, 'Circular Transaction Loop': 0.85}",SHAP subsample limit
TXN9YTTM2IC0TWICE6K,99.08,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.77, 'Rapid Multi-Hop Layering': 0.09, 'Circular Transaction Loop': 0.08}",SHAP subsample limit
TXNOLBBQKA0YO3HAOM7,3.52,Low Risk,Rapid Multi-Hop Layering,"{'Rapid Multi-Hop Layering': 47.2, 'Circular Transaction Loop': 29.67, 'Money Mule Network': 11.88}",SHAP subsample limit
TXNFFZ6VEW9H0R4N34E,99.09,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.73, 'Rapid Multi-Hop Layering': 0.15, 'Circular Transaction Loop': 0.08}",SHAP subsample limit
TXN1BH2HVTBU7VMX02C,0.08,Low Risk,Funnel Account Network,"{'Funnel Account Network': 82.7, 'Charity Abuse': 15.74, 'Pass-Through Transit Hub': 0.82}",SHAP subsample limit
TXNY4V31D95DL5XRUXQ,99.16,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.14, 'Underground Banking (Hawala)': 0.51, 'Circular Transaction Loop': 0.12}",SHAP subsample limit
TXNOXPQ4V5SRJN6ZX3X,99.13,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.83, 'Rapid Multi-Hop Layering': 0.11, 'Circular Transaction Loop': 0.04}",SHAP subsample limit
TXN73E2F07YGT22LEJ6,99.2,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.23, 'Circular Transaction Loop': 0.29, 'Rapid Multi-Hop Layering': 0.29}",SHAP subsample limit
TXNZ4YBNTSOIOGA5TKB,99.19,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.09, 'Rapid Multi-Hop Layering': 0.34, 'Circular Transaction Loop': 0.32}",SHAP subsample limit
TXNGVM8WHA57JWDD0CV,99.13,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.53, 'Rapid Multi-Hop Layering': 0.21, 'Circular Transaction Loop': 0.12}",SHAP subsample limit
TXNW200O8WT9VWDZPTY,99.09,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.8, 'Rapid Multi-Hop Layering': 0.12, 'Circular Transaction Loop': 0.03}",SHAP subsample limit
TXNI7V06A5UYRVCXCQZ,99.08,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.84, 'Rapid Multi-Hop Layering': 0.08, 'Circular Transaction Loop': 0.05}",SHAP subsample limit
TXNV8E70QHXXA6Y2SC6,99.16,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.06, 'Circular Transaction Loop': 0.34, 'Rapid Multi-Hop Layering': 0.34}",SHAP subsample limit
TXNAHX29KM64B9LVCT8,0.09,Low Risk,Funnel Account Network,"{'Funnel Account Network': 65.57, 'Charity Abuse': 31.48, 'Structuring (Smurfing)': 1.79}",SHAP subsample limit
TXNSSJXSOA7SN66VRZO,0.09,Low Risk,Funnel Account Network,"{'Funnel Account Network': 60.98, 'Charity Abuse': 33.34, 'Pass-Through Transit Hub': 4.95}",SHAP subsample limit
TXNH3S681QRW5ZY8FX2,0.08,Low Risk,Charity Abuse,"{'Charity Abuse': 58.8, 'Funnel Account Network': 37.08, 'Money Mule Network': 1.55}",SHAP subsample limit
TXNZLNBQ0WZUBV3BWTI,99.3,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.28, 'Rapid Multi-Hop Layering': 0.31, 'Funnel Account Network': 0.16}",SHAP subsample limit
TXN2K3U9G9LNY6FG6BW,99.07,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.96, 'Rapid Multi-Hop Layering': 0.02, 'Circular Transaction Loop': 0.01}",SHAP subsample limit
TXNBX8F8YQZ2WDUZLVJ,0.03,Low Risk,Charity Abuse,"{'Charity Abuse': 47.08, 'Funnel Account Network': 30.24, 'Structuring (Smurfing)': 15.87}",SHAP subsample limit
TXNNNQ3VHDTLOVPXGQ1,99.08,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.97, 'Circular Transaction Loop': 0.01, 'Rapid Multi-Hop Layering': 0.01}",SHAP subsample limit
TXNAPI2R0B45A427N5A,0.01,Low Risk,Funnel Account Network,"{'Funnel Account Network': 32.07, 'Rapid Multi-Hop Layering': 24.41, 'Circular Transaction Loop': 22.82}",SHAP subsample limit
TXNP1DNZX0IHP9YB6W5,0.15,Low Risk,Funnel Account Network,"{'Funnel Account Network': 62.67, 'Charity Abuse': 35.9, 'Money Mule Network': 0.91}",SHAP subsample limit
TXN26PXAA4A3PS0F7M8,99.22,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.85, 'Rapid Multi-Hop Layering': 0.07, 'Circular Transaction Loop': 0.03}",SHAP subsample limit
TXN3QFMMPV51NOTUEF0,99.16,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.22, 'Rapid Multi-Hop Layering': 0.32, 'Circular Transaction Loop': 0.25}",SHAP subsample limit
TXND1G34F19UAMDS8JH,99.34,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.89, 'Rapid Multi-Hop Layering': 0.05, 'Circular Transaction Loop': 0.02}",SHAP subsample limit
TXNXZ3GR87NMY12J2FC,99.14,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.88, 'Rapid Multi-Hop Layering': 0.04, 'Funnel Account Network': 0.02}",SHAP subsample limit
TXNKQMXOO3PFYDMIDST,99.11,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.87, 'Funnel Account Network': 0.04, 'Circular Transaction Loop': 0.03}",SHAP subsample limit
TXNW9W3FL9WHK20AMPZ,0.05,Low Risk,Charity Abuse,"{'Charity Abuse': 50.85, 'Funnel Account Network': 48.08, 'Structuring (Smurfing)': 0.58}",SHAP subsample limit
TXN12WY3J392BOFR5NH,99.14,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.96, 'Circular Transaction Loop': 0.01, 'Funnel Account Network': 0.01}",SHAP subsample limit
TXNIZ356LZKSV8QBZZR,99.29,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.8, 'Circular Transaction Loop': 0.09, 'Rapid Multi-Hop Layering': 0.07}",SHAP subsample limit
TXN9DWW5M23USFBDJTC,99.18,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 97.99, 'Underground Banking (Hawala)': 1.25, 'Circular Transaction Loop': 0.42}",SHAP subsample limit
TXNK1UFSKEGA0CMUPL8,99.12,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.92, 'Rapid Multi-Hop Layering': 0.03, 'Circular Transaction Loop': 0.02}",SHAP subsample limit
TXNF0SEDWME8KPOR367,0.05,Low Risk,Charity Abuse,"{'Charity Abuse': 61.35, 'Funnel Account Network': 36.4, 'Pass-Through Transit Hub': 1.47}",SHAP subsample limit
TXNKEEB2W3TRT5KPUXD,99.22,Critical Risk,High-Risk Corridor Transfer,"{'High-Risk Corridor Transfer': 99.91, 'Rapid Multi-Hop Layering': 0.04, 'Circular Transaction Loop': 0.02}",SHAP subsample limit
TXN8RSHIKZ4XIN9IKP8,0.06,Low Risk,Money Mule Network,"{'Money Mule Network': 44.81, 'Rapid Multi-Hop Layering': 28.17, 'Funnel Account Network': 10.88}",SHAP subsample limit
